,Learning Rate,Epoch,Train Loss,Val mIoU,Test mIoU
47,0.0002,22,0.001020717667415738,0.7138444608768483,0.7456342087225714
48,0.0002,24,0.0010046233655884862,0.7213477476487087,0.7420357405689232
49,0.0002,26,0.0009589767432771623,0.7245544668111215,0.7567058574598848
50,0.0002,30,0.000902193074580282,0.7311519956019784,0.7595445085142183
51,0.0002,34,0.0008491058251820505,0.7346798047854098,0.7707523931063458
52,0.0002,38,0.0007944870158098638,0.7374819593332422,0.7644342704343304
53,0.0002,39,0.000765560136642307,0.7379592805210097,0.767826768234895
54,0.0002,40,0.0007619018433615565,0.7438336310641688,0.7702194941633205
55,0.0005,0,1.250093698501587,0.2459671309375202,0.24575475463207588
56,0.0005,1,0.034037843346595764,0.4997560304941512,0.49984515409045976
57,0.0005,2,0.00392004381865263,0.5249218932754759,0.5337344943743781
58,0.0005,3,0.002485824516043067,0.5365230473276386,0.5561373553736795
59,0.0005,4,0.001962295500561595,0.6293578333776941,0.6600844539421312
60,0.0005,5,0.001665618852712214,0.6423992035605386,0.674797046604872
61,0.0005,6,0.001509727444499731,0.6461731831525585,0.6861917513295704
62,0.0005,7,0.0014051285106688738,0.661867378245163,0.6924650944634274
63,0.0005,8,0.0013644485734403133,0.6838716166565943,0.7083423549201913
64,0.0005,9,0.0012906264746561646,0.6846861429396058,0.7153400000635093
65,0.0005,10,0.0012198982294648886,0.696665144733372,0.718008052352047
66,0.0005,12,0.0011426087003201246,0.6978923369677252,0.7298345328964861
67,0.0005,13,0.0011238594306632876,0.7012189701303794,0.731584279492597
68,0.0005,15,0.001071117352694273,0.7107664992165525,0.7522220758269094
69,0.0005,17,0.0010239830007776618,0.7178946599068863,0.7459091339236693
70,0.0005,19,0.0009903411846607924,0.7214494049794922,0.751569059193701
71,0.0005,24,0.0009005050524137914,0.7267956971431291,0.7559932140980159
72,0.0005,27,0.0008353423909284174,0.7277919397517311,0.7632218992081985
73,0.0005,28,0.0008248367230407894,0.736752326016194,0.7606634600788074
74,0.0005,36,0.0006894836551509798,0.7429779894015749,0.771612474230361
75,0.0005,42,0.0006109275855123997,0.7431810219334041,0.7699753187280113
76,0.0005,45,0.0005770263960584998,0.7432240399876471,0.7740154490068833
77,0.0005,46,0.0005913276690989733,0.7463956300879795,0.777151764523131
78,0.0005,49,0.0005795020842924714,0.7465061109207262,0.7767447207872475
79,0.001,0,1.2422499656677246,0.2496597056463409,0.24940617734791906
80,0.001,1,0.02278195135295391,0.5003759790196874,0.5009475276920478
81,0.001,2,0.002909805392846465,0.5891259048918344,0.6154817556643897
82,0.001,3,0.002034240635111928,0.6278265491607996,0.6638330970710762
83,0.001,4,0.0016861801268532872,0.6369003961912415,0.6800897484841487
84,0.001,5,0.0015293121105059981,0.6544329129115691,0.6934962318696112
85,0.001,8,0.001316940295509994,0.6763838573992255,0.6890821886301923
86,0.001,9,0.0012635955354198813,0.6835264122337467,0.7157321396182332
87,0.001,10,0.001218605088070035,0.686793123093785,0.7013182822211765
88,0.001,13,0.0011039657983928919,0.6921040533158288,0.7308521466821518
89,0.001,15,0.0010571593884378672,0.7151665401380263,0.7406628100649235
90,0.001,18,0.0009674110333435237,0.719724142297324,0.7425604023337228
91,0.001,19,0.0009778976673260331,0.7202230245865726,0.7495242803946309
92,0.001,24,0.0008804588578641415,0.7222934763097134,0.743976091535343
93,0.001,25,0.0008617782732471824,0.7237061864204616,0.751405949032218
94,0.001,34,0.0006855487590655684,0.7264849880797999,0.7490339040377647
95,0.001,36,0.0006520042661577463,0.7359135225556955,0.7612341038949668
96,0.001,37,0.0006340598920360208,0.7407454844599137,0.7697315079462943
97,0.001,41,0.0005756950122304261,0.7412757277834884,0.7664914419012367
98,0.001,42,0.0005496368394233286,0.7423947191771141,0.7683028954297086
99,0.001,44,0.0005435580969788134,0.743752206027884,0.766604119552996
